wav,words
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0712.wav,قدرت کی تخلیق کردہ
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0713.wav,پاکستانی تاجر مراکش میں دستیاب مواقع کا جائزہ لیں مراکشی سفیر
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0714.wav,بلوچ قبائل سے عمان اور پھر پاکستان کے قبضے میں آنے والی گوادربندرگاہ
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0715.wav,مسلم سماج کی اساسی ترکیب روایتی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0716.wav,اس سے قوم کے عزم کو تقویت پہنچی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0717.wav,تو پھر آگ کے ساتھ کون کھیل رہا ہے؟
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0718.wav,بنگلہ دیش کی عدالت کا تاریخی فیصلہ
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0719.wav,میرے نزدیک اس کام کے لیے چند اقدامات ناگزیر ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0720.wav,تاہم دونوں نے اپنے رشتے
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0721.wav,سوات کرنا ریاست نے پاکستان کا ساتھ الحاق کرنا ہونا
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0722.wav,صاحبان عزیمت کی داستانیں ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0723.wav,بھارتی سپریم کورٹ نے ائی پی ایل کرپشن کیس کا فیصلہ سنادیا
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0724.wav,پی اس ال کا فائنل دوسری فائنلسٹ ٹیم اسلام باد یونائیٹڈ کراچی پہنچ گئی
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0725.wav,تاہم ونڈوز ، ایکس پی یا دیگر پرانے ورژن استعمال کرنے والے صارفین کو اسے خریدنا ہوگا
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0726.wav,اس پہ غور ہونا چاہیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0727.wav,اس عمر میں کافی زمانہ دیکھ چکے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0728.wav,ان کا ہرگز نہ تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0729.wav,اگر حقیقتا ہمارا ایک برا دن ہو پروگرام کہے گا خریدو وہ وضاحت کرتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0730.wav,کالی مرچ کے حیرت
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0731.wav,برداشت سب کچھ جگر کو ہی کرنا پڑتا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0732.wav,برازیل
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0733.wav,اور ان کا ایک ہی جواب ہوتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0734.wav,تو رحمت کے فرشتوں کا نزول ہوتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0735.wav,اور دوسرا پانی کی ایک عجیب خاصیت تھی
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0736.wav,پاکستان میں صوبائی اور قومی الیکشن
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0737.wav,پہلے ٹیسٹ میں زمبابوے ٹیم اپنی ناتجربہ کاری کے باعث شکست کھاگئی
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0738.wav,ماشیم
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0739.wav,پاکستان کی خوبصورتی کو تلاش کرنے اور دنیا بھر میں اصل خوبصورتی کو ظاہر کرنے کے لئے
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0740.wav,میئر کے لیے دو امیدواروں کا موازنہ کریں اعلانچی کہتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0741.wav,ہونا تو چاہیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0742.wav,اور وہی سب لوگوں کی رائے بن جاتی
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0743.wav,اگر ایسا نہیں کیا گیا تو وقت پڑنے پر
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0744.wav,چیئرمین ایف بے ار کا ٹیکس گزاروں کی تفصیلات فراہم کرنے سے ایک بارانکار کردیا
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0745.wav,ئی ایم ایف ٹیکس کی وصولیوں میں کمی پر ناخوش
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0746.wav,جائیں گی پھر ہم انہیں پرانی گاڑیوں کے طور پر دوسرے ممالک برآمد کریں گئے
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0747.wav,محمد علی کے اقوال مفکروں کی طرح مقبول ہوئے
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0748.wav,ذکر تکرار کے ساتھ کیا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0749.wav,تو مناسب ہوتی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0750.wav,کے سرکاری اسپتال پمز کے کورونا آئی سی یو میں خصوصی رسائی دی گئی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0751.wav,سی پیک منصوبے سے کاروبار کی نئی راہیں ہموار ہوں گی لاہور چیمبر اف کامرس
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0752.wav,خیر ایسا ہونا ہی تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0753.wav,ائی سی سی ورلڈ الیون بمقابلہ ویسٹ انڈیزشاہد افریدی شعیب ملک ورلڈ الیون میں شامل
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0754.wav,لیورپول سال بعد
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0755.wav,وہ کیا سین ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0005M0756.wav,پر کون کرائے گا؟
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0757.wav,آدمی اس کی ذمہ داری اٹھاتا ہے کہ وہ پیدا ہی نہیں کرے گا
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0758.wav,مرد سفر نامہ نگار منظر کی کی قوس و قزح بکھیرنے کی کوشش کرتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0759.wav,بطور پیش بندی، وہ انہیں مغرب سے نکالنا چاہتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0760.wav,بولیویا
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0761.wav,اس لئے درست تشخیص کرنالازمی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0762.wav,وہ میری نادانی پر بےاختیار کھلکھلا کر ہنس پڑی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0763.wav,قسم کھانے سے اللہ مان جاتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0764.wav,لیکن کیا تعلقات میں کشیدگی
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0765.wav,نریندر مودی کو ہم نے ہٹلر کہہ دیا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0766.wav,اور یِہ سے بڑھنا یِہ کہ حکومت یِہ کو تحفظ دینا کا لئے یِہ کو اسلحہ لائسنس جاری کرنا ہونا
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0767.wav,کو اردو میں نبات خانے کا اثر
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0768.wav,جوانی کے ایام تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0769.wav,کے لئے خرابیٔ موسم ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0770.wav,چیمپئنز لیگرونالڈو نے ریال میڈرڈ کوسیمی فائنل میں پہنچادیا
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0771.wav,تو دنیاوی نجات کا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0772.wav,اپنے متعلق بات کرنا نا پسند کرتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0773.wav,کے سامنے پہنچی
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0774.wav,ایف بی کا ڈاکٹرز کے بعد فیشن ڈیزائنرز کے گرد گھیرا تنگ
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0775.wav,کیوں نہ دوستوں سے مل کر پروگرام بنایا جائے
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0776.wav,ایشیا کپ میں پاک بھارت مقابلوں میں کس کا پلڑا بھاری
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0777.wav,ایف اے فٹبال کپچیلسی نے فائنل کا ٹکٹ کٹوا لیا
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0778.wav,اورجاذب نظربھی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0779.wav,مذاکرتی کمیٹیوں کے بارے میں بھی مسلسل ابہام ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0780.wav,بہت سی چیزوں میں دلچسپی رکھتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0781.wav,ورلڈ ٹی ٹوئنٹی کے پانچ انتہائی اہم میچز
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0782.wav,آپ کون ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0783.wav,وہ کر دکھایا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0784.wav,ہر مرتبہ چومکھی لڑائی لڑنے والے کپتان کے لتے لیے جاتے ہیں ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0785.wav,سنیل گواسکر کی یہ
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0786.wav,سوچتا رہا کہ کتنے خوش نصیب ہیں وہ مقامات
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0787.wav,ایشیا کپ کے وہ یادگار لمحات جنہیں بھلانا ممکن نہیں رہا
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0788.wav,جاپان کی جے ایکس ہولڈ ینگس کمپنی جس میں جاپان کی چیدہ چیدہ پٹرولیم کی صنعت کی کمپنیز شامل ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0789.wav,آج حالت یہ ہے کہ پاکستانی حصول ملازمت کیلئے ملائشیا جاتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0790.wav,شاید یہی وجہ ہے کہ وہ تین فلمیں
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0791.wav,اُس کی مسکراہٹ نے اُس کے غصےپر پردہ ڈال رکھا تھا
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0792.wav,کوئی نہیں کہہ سکتا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0793.wav,لاہوردھرنے کے باعث پٹرول کا بحرانمعمول پرانے میں ایک دن لگے گا
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0794.wav,یہ منشور سیاسی جماعتوں کی بالغ نظری کی دلیل تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0795.wav,جب انقلاب کا بھوت سر پہ سوار تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0796.wav,لہو رنگ ہونے کے ساتھ نہایت تکلیف دہ ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0797.wav,سرکار اور طاقت کی زبان انگریزی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0798.wav,کامن ویلتھ گیمز میں پاکستان نے پہلا گولڈ میڈل جیت لیا
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0799.wav,بس جو اختیارات تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0800.wav,کل کلاں کو لوگ صرف ویب پر تحریر پڑھا اور پھر لکھا کر تھے
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0801.wav,فواد اور دپیکا کی خفیہ چھٹیاں
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0802.wav,میں پُریقین ہوں وہ ایک مکمل بولی کے لیے جا رہے ہوں گے
/content/speechbrain/templates/speech_recognition/data/train/ur0006M0803.wav,دونوں ملکوں کی باہمی دلچسپی کے امور پر تبادلہ خیال کیا ہے
